Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
14-02-01_00,-4.6,0.9,-1.5,0.0,244.0,4.0
14-02-02_00,-6.2,0.2,-3.5,0.0,163.0,2.0
14-02-03_00,-4.8,0.5,-1.2,0.0,255.0,3.0
14-02-04_00,-9.9,-4.8,-8.0,0.0,148.0,2.0
14-02-05_00,-9.9,-6.3,-7.6,0.0,261.0,2.0
14-02-06_00,-12.8,-6.4,-9.0,0.0,123.0,3.0
14-02-07_00,-15.7,-8.7,-12.6,0.0,252.0,3.0
14-02-08_00,-10.4,-7.6,-8.7,0.0,248.0,4.0
14-02-09_00,-11.7,-6.4,-8.9,0.0,259.0,4.0
14-02-10_00,-10.9,-7.4,-8.7,0.0,127.0,2.0
14-02-11_00,-11.0,-6.8,-9.1,0.0,272.0,2.0
14-02-12_00,-15.8,-10.9,-13.2,0.0,278.0,3.0
14-02-13_00,-15.9,-9.0,-12.7,0.0,147.0,2.0
14-02-14_00,-13.4,-5.5,-8.5,0.0,123.0,3.0
14-02-15_00,-6.1,-3.0,-4.4,0.0,234.0,5.0
14-02-16_00,-8.4,-4.4,-6.4,0.0,180.0,2.0
14-02-17_00,-14.2,-7.6,-11.1,0.0,279.0,5.0
14-02-18_00,-15.3,-9.2,-12.1,0.0,253.0,3.0
14-02-19_00,-15.8,-3.2,-9.7,0.0,111.0,2.0
14-02-20_00,-5.3,1.8,-1.4,0.0,173.0,4.0
14-02-21_00,-2.4,3.4,0.6,0.0,220.0,3.0
14-02-22_00,-0.5,4.6,2.0,0.0,140.0,3.0
14-02-23_00,-0.3,6.6,3.1,0.0,241.0,4.0
14-02-24_00,-3.4,1.6,-0.5,0.0,254.0,4.0
14-02-25_00,-10.1,-3.4,-7.6,0.0,279.0,5.0
14-02-26_00,-12.4,-9.2,-10.7,0.0,277.0,3.0
14-02-27_00,-13.1,-9.9,-11.1,0.0,226.0,4.0
14-02-28_00,-13.8,-7.2,-10.6,0.0,207.0,4.0
14-03-01_00,-17.9,-12.3,-14.5,0.0,262.0,5.0
14-03-02_00,-14.3,-2.4,-8.5,0.0,168.0,3.0
14-03-03_00,-12.5,-4.2,-9.8,0.0,224.0,3.0
14-03-04_00,-16.2,-12.2,-14.3,0.0,273.0,4.0
14-03-05_00,-17.2,-10.6,-13.4,0.0,261.0,3.0
14-03-06_00,-14.9,-9.0,-11.8,0.0,156.0,2.0
14-03-07_00,-15.7,-8.5,-11.9,0.0,147.0,2.0
14-03-08_00,-11.4,0.6,-4.5,0.0,166.0,2.0
14-03-09_00,-4.2,2.7,-0.3,0.0,195.0,3.0
14-03-10_00,-7.1,-4.2,-5.7,0.0,165.0,2.0
14-03-11_00,-5.5,1.2,-2.1,0.0,166.0,2.0
14-03-12_00,1.2,5.5,3.1,0.0,274.0,4.0
14-03-13_00,-12.3,2.5,-6.0,0.0,129.0,5.0
14-03-14_00,-14.9,-5.7,-10.8,0.0,270.0,5.0
14-03-15_00,-12.9,1.9,-5.9,0.0,168.0,4.0
14-03-16_00,-8.3,4.9,0.8,0.0,254.0,4.0
14-03-17_00,-14.5,-8.2,-12.0,0.0,279.0,5.0
14-03-18_00,-13.7,-6.8,-10.1,0.0,269.0,3.0
14-03-19_00,-12.0,-2.7,-7.2,0.0,101.0,2.0
14-03-20_00,-8.4,3.3,-2.3,0.0,119.0,3.0
14-03-21_00,-0.3,3.5,1.5,0.0,215.0,4.0
14-03-22_00,-3.0,2.7,-0.4,0.0,278.0,5.0
14-03-23_00,-4.3,0.5,-1.6,0.0,189.0,3.0
14-03-24_00,-12.7,0.3,-8.8,0.0,281.0,4.0
14-03-25_00,-13.5,-4.7,-8.4,0.0,265.0,3.0
14-03-26_00,-9.1,-1.7,-4.8,0.0,178.0,3.0
14-03-27_00,-8.4,-0.7,-4.6,0.0,277.0,4.0
14-03-28_00,-10.1,-2.4,-6.0,0.0,198.0,2.0
14-03-29_00,-2.4,5.5,2.1,0.0,184.0,3.0
14-03-30_00,0.3,4.1,1.9,0.0,112.0,3.0
14-03-31_00,-1.7,0.4,-0.6,0.0,61.0,6.0
14-04-01_00,-1.2,8.5,2.4,0.0,104.0,3.0
14-04-02_00,-2.1,4.9,1.8,0.0,96.0,3.0
14-04-03_00,1.5,6.2,4.1,0.0,237.0,4.0
14-04-04_00,-1.2,4.3,1.4,0.0,244.0,2.0
14-04-05_00,-3.2,7.4,2.0,0.0,89.0,4.0
14-04-06_00,0.6,5.2,2.8,0.0,241.0,5.0
14-04-07_00,-0.7,7.1,3.4,0.0,266.0,5.0
14-04-08_00,3.0,13.5,8.8,0.0,148.0,3.0
14-04-09_00,3.4,8.1,4.8,0.0,182.0,3.0
14-04-10_00,1.2,4.7,3.1,0.0,280.0,4.0
14-04-11_00,1.0,17.1,8.2,0.0,192.0,3.0
14-04-12_00,7.0,11.6,9.2,0.0,257.0,4.0
14-04-13_00,4.8,13.8,9.8,0.0,220.0,4.0
14-04-14_00,2.6,10.4,5.1,0.0,138.0,2.0
14-04-15_00,2.2,24.7,12.4,0.0,170.0,2.0
14-04-16_00,-4.6,16.7,7.4,0.0,226.0,4.0
14-04-17_00,-7.2,0.2,-3.2,0.0,271.0,4.0
14-04-18_00,-1.7,7.6,3.0,0.0,141.0,3.0
14-04-19_00,2.6,10.2,6.6,0.0,169.0,4.0
14-04-20_00,5.3,11.4,7.7,0.0,261.0,3.0
14-04-21_00,2.1,13.1,8.4,0.0,149.0,2.0
14-04-22_00,9.6,18.8,13.6,0.0,226.0,3.0
14-04-23_00,7.0,12.5,9.5,0.0,161.0,2.0
14-04-24_00,5.0,11.0,8.0,0.0,296.0,4.0
14-04-25_00,2.1,12.9,7.6,0.0,286.0,4.0
14-04-26_00,2.9,12.0,7.6,0.0,141.0,3.0
14-04-27_00,3.0,10.4,6.7,0.0,148.0,2.0
14-04-28_00,2.3,10.8,6.5,0.0,157.0,3.0
14-04-29_00,5.2,12.0,8.7,0.0,117.0,4.0
14-04-30_00,6.3,16.2,10.7,0.0,100.0,4.0
14-05-01_00,5.3,10.2,7.1,0.0,125.0,4.0
14-05-02_00,6.0,16.5,10.5,0.0,188.0,3.0
14-05-03_00,9.1,12.9,10.9,0.0,243.0,4.0
14-05-04_00,9.4,16.5,11.4,0.0,209.0,3.0
14-05-05_00,7.3,11.3,8.9,0.0,244.0,3.0
14-05-06_00,6.8,13.0,9.4,0.0,283.0,3.0
14-05-07_00,5.8,15.1,9.8,0.0,247.0,3.0
14-05-08_00,5.7,16.2,11.4,0.0,245.0,2.0
14-05-09_00,7.8,16.1,12.7,0.0,93.0,3.0
14-05-10_00,9.1,19.4,14.1,0.0,125.0,3.0
14-05-11_00,14.3,23.0,18.4,0.0,222.0,4.0
14-05-12_00,12.1,20.3,16.1,0.0,256.0,4.0
14-05-13_00,9.6,22.7,14.7,0.0,115.0,3.0
14-05-14_00,7.8,18.3,13.3,0.0,95.0,4.0
14-05-15_00,14.5,25.2,19.1,0.0,156.0,3.0
14-05-16_00,17.9,26.3,22.1,0.0,145.0,4.0
14-05-17_00,12.0,22.1,19.2,0.0,164.0,4.0
14-05-18_00,8.9,14.5,11.5,0.0,252.0,4.0
14-05-19_00,7.8,16.7,12.2,0.0,269.0,4.0
14-05-20_00,10.5,21.1,16.0,0.0,237.0,2.0
14-05-21_00,11.0,23.5,17.9,0.0,156.0,2.0
14-05-22_00,12.3,24.0,18.6,0.0,92.0,2.0
